priref,lref,sitter_id,sitter_zekerheid,sitter_beschrijving,sitter_status,date_datering,zoekmarge_begindatum,zoekmarge_einddatum,title_english,title_dutch,objectcat,genre,materiaal,drager,trefwoorden_en,identificatie_grond,artist_name,artist_id,soort,is_color,width,height,megapixels,path,face_crop_count,sitter_portrait_count
139467,10687784,114382,,,huidig,1929 gedateerd,1929,1929,Portrait of Ina ('Noeteke') Verdonck (1923-2006 ),Portret van Ina ('Noeteke') Verdonck (1923-2006),painting,undetermined,oil paint,unknown,girl's portrait|bust-length portrait|head frontal|body facing right|facing front|braids (hairstyle)|bow (in the hair),,"Rueter, Georg",68791,digital image,True,676,1001,0.677,D:\thesis\images\10687784.jpg,1,2
139479,10740924,101196,,,huidig,1993 gedateerd,1993,1993,Portrait of Maarten 't Hart (1944- ),Portret van Maarten 't Hart (1944- ),painting,undetermined,acrylic paint,canvas,man's portrait|author|knee-length portrait|head to the left|body facing left|sitting|looking away|balding|hands on top of each other,,"Laimböck, Lia",47458,color photograph,True,460,500,0.23,D:\thesis\images\10740924.jpg,1,7
139480,10740925,101196,,,huidig,1993 gedateerd,1993,1993,Portrait of Maarten 't Hart (1944- ),Portret van Maarten 't Hart (1944- ),painting,undetermined,acrylic paint,canvas,man's portrait|author|full-length portrait|head frontal|body facing left|sitting|facing front|travesty,,"Laimböck, Lia",47458,color photograph,True,453,501,0.227,D:\thesis\images\10740925.jpg,1,7
139481,10740926,101196,,,huidig,1993 gedateerd,1993,1993,Portrait of Maarten 't Hart (1944- ),Portret van Maarten 't Hart (1944- ),painting,undetermined,oil paint,canvas,full-length portrait|head to the left|body facing left|sitting|facing front|man's portrait,,"Laimböck, Lia",47458,BD/RKD/1838 - IB/XXD,False,462,501,0.231,D:\thesis\images\10740926.jpg,1,7
139482,10740927,112467,,,huidig,1994 gedateerd,1994,1994,Portrait of Karel van het Reve (1921-1999),Portret van Karel van het Reve (1921-1999),painting,undetermined,acrylic paint,panel (wood),man's portrait|bust-length portrait|head frontal|body frontal|facing front|Eurasian skylark,,"Laimböck, Lia",47458,BD/RKD/1838 - IB/XXD,False,487,500,0.243,D:\thesis\images\10740927.jpg,1,3
139507,9291281,112222,,,huidig,16de eeuw of later,1510,1699,Portrait of Maximiliaan I van Habsburg (1459-1519),Portret van Maximiliaan I van Habsburg (1459-1519),painting,undetermined,oil paint,panel (wood),knightly insignia|bust-length portrait|head to the left|body facing left|man's portrait,,"Cleve, Joos van",17248,color reproduction,True,1731,2116,3.663,D:\thesis\images\9291281.jpg,1,17
139512,9291399,113326,,,huidig,,1736,1782,"Portrait of Friedrich II, Frederik 'de Grote' van Pruisen (1712-1786)","Portret van Friedrich II, Frederik 'de Grote' van Pruisen (1712-1786)",painting,undetermined,oil paint,canvas,knightly insignia|half-length|head to the left|body facing left|facing front|man's portrait,,"Therbusch, Anna Dorothea",50361,black-and-white reproduction,False,1625,2083,3.385,D:\thesis\images\9291399.jpg,1,8
139533,10740961,112933,,Majoor cavalerieHeer tot de Plak en Rijssel,huidig,1667 gedateerd,1667,1667,Portrait of Jasper van Lynden d'Aspremont ( -1676),Portret van Jasper van Lynden d'Aspremont ( -1676),painting,undetermined,oil paint,canvas,in an oval|bust-length portrait|head to the right|body facing right|facing front|man's portrait,,"Rossum, Jan van (c. 1639)",68425,photograph,False,415,500,0.207,D:\thesis\images\10740961.jpg,1,2
139556,10740979,105037,,,huidig,,1800,1824,Portrait of Olivier Gerrit Willem Joseph Hacfort tot ter Horst (1768-1824),Portret van Olivier Gerrit Willem Joseph Hacfort tot ter Horst (1768-1824),painting,undetermined,oil paint,canvas,coat of arms (quarter)|bust-length portrait|head to the right|body facing right|facing front|man's portrait,,Anoniem,1984,BD/RKD/1802 - IB/XIXA,False,2718,3481,9.461,D:\thesis\images\10740979.jpg,1,2
139557,10740980,114244,,,huidig,,1800,1824,Portrait of Maria Aletta Wilhelmina Barbera van Wijnbergen (1778-1855),Portret van Maria Aletta Wilhelmina Barbera van Wijnbergen (1778-1855),painting,undetermined,oil paint,canvas,coat of arms (quarter)|bust-length portrait|head to the left|body facing left|facing front|woman's portrait,wapen,Anoniem,1984,BD/RKD/1802 - IB/XIXA,False,2567,3308,8.492,D:\thesis\images\10740980.jpg,1,2
139558,10740981,114245,,,huidig,1984 gedateerd,1984,1984,Portrait of Syward Ferdinand Lodewijk van Wijnbergen (1913-2006),Portret van Syward Ferdinand Lodewijk van Wijnbergen (1913-2006),painting,undetermined,oil paint,canvas,knightly insignia|half-length|head to the right|body frontal|sitting|facing front|man's portrait,,"Bögels, Gert",120343,BD/RKD/1838 - IB/XXD,False,321,500,0.161,D:\thesis\images\10740981.jpg,1,2
139560,10740983,114245,,,huidig,1922 gedateerd,1922,1922,Portrait of Syward Ferdinand Lodewijk van Wijnbergen (1913-2006),Portret van Syward Ferdinand Lodewijk van Wijnbergen (1913-2006),drawing (visual work),undetermined,pastel,unknown,bust-length portrait|head to the right|body facing right|children's portrait,,"Paungarten, Emmy",372503,BD/RKD/1832 - IB/XXA,False,326,500,0.163,D:\thesis\images\10740983.jpg,1,2
139566,10740989,104049,,,huidig,,1825,1849,Portrait of Gustaaf Eugenius Gijsbert Constant Karel Dommer van Poldersveldt (1817-1862),Portret van Gustaaf Eugenius Gijsbert Constant Karel Dommer van Poldersveldt (1817-1862),drawing (visual work),undetermined,pencil (drawing and writing equipment),,inscription|knee-length portrait|head to the right|body facing right|sitting|facing front|young man|man's portrait,omgeving,Anoniem,1984,photograph,False,1122,1898,2.13,D:\thesis\images\10740989.jpg,1,3
139570,10740993,110802,,,huidig,,1750,1774,Portrait of van Bommel,Portret van van Bommel,drawing (visual work),undetermined,pastel,unknown,clergy (person)|bust-length portrait|head to the left|body facing left|facing front|woman's portrait,vererving,Anoniem,1984,BD/RKD/1828 - IB/XVIIIC,False,3136,3637,11.406,D:\thesis\images\10740993.jpg,1,2
139571,10740994,110802,mogelijk,,huidig,,1750,1774,Portrait possibly of van Bommel,Portret van mogelijk van Bommel,drawing (visual work),undetermined,pastel,unknown,clergy (person)|bust-length portrait|head to the left|body facing left|facing front|woman's portrait,vererving,Anoniem,1984,BD/RKD/1828 - IB/XVIIIC,False,3126,3642,11.385,D:\thesis\images\10740994.jpg,1,2
139581,9318818,107249,,,huidig,,1825,1849,Portrait of Frederik Jan Muller Massis (1797-1867),Portret van Frederik Jan Muller Massis (1797-1867),portrait miniature,undetermined,watercolor (paint),,man's portrait|military personnel|half-length|head to the left|body facing left|standing (position)|facing front|curly hair|moustache|soul patch|uniform|knightly insignia,,"Neufville-Ritter, Louise Charlotte de",67174,digital image,True,1187,1484,1.762,D:\thesis\images\9318818.jpg,1,2
139583,10741002,107249,,,huidig,,1800,1824,Portrait of Frederik Jan Muller Massis (1797-1867),Portret van Frederik Jan Muller Massis (1797-1867),portrait miniature,undetermined,,,man's portrait|young man|military personnel|bust-length portrait|head to the left|body facing left|facing front|curly hair|moustache|soul patch|uniform,op foto: naam voorgestelde en '1815',Anoniem,1984,black and white photograph,False,499,624,0.311,D:\thesis\images\10741002.jpg,1,2
139598,10741016,102078,,,huidig,,1750,1774,Portrait of Willem Boreel (1744-1796),Portret van Willem Boreel (1744-1796),portrait miniature,undetermined,,,bust-length portrait|head to the right|body frontal|facing front|man's portrait,gelijkenis,Anoniem,1984,photograph,False,376,500,0.188,D:\thesis\images\10741016.jpg,1,6
139599,10741017,105472,,,huidig,1953 gedateerd,1953,1953,Portrait of Adrianus Roland Holst (1888-1976),Portret van Adrianus Roland Holst (1888-1976),painting,figure,oil paint,panel (wood),head (representation)|head to the left|body facing left|man's portrait,,"Dooijewaard, Jacob",23869,BD/RKD/1836 - IB/XXC,False,380,501,0.19,D:\thesis\images\10741017.jpg,1,10
139631,10741040,112274,,,huidig,,1725,1749,Portrait of Anna van Hannover (1709-1759),Portret van Anna van Hannover (1709-1759),painting,undetermined,oil paint,canvas,attribute (symbol)|knee-length portrait|head to the right|body facing left|sitting|facing front|woman's portrait,,"Amigoni, Jacopo",1539,reproduction (derivative object),False,1348,1776,2.394,D:\thesis\images\10741040.jpg,1,26
139636,9310231,111549,,,huidig,ca. 1693,1693,1693,Self portrait,Zelfportret,painting,undetermined,oil paint|grisaille,canvas,man's portrait|self-portrait|painter|half-length|head to the left|body facing left|standing (position)|facing front|turban|knotted cravat|banyan|artists' brush|palette (painting equipment),achterschrift|prent,"Kabel, Adriaen van der",43203,printouts,False,407,500,0.203,D:\thesis\images\9310231.jpg,1,7
139651,10741056,108774,,,huidig,,1675,1699,Portrait of Petrus Roldanus (1658-1723),Portret van Petrus Roldanus (1658-1723),painting,undetermined,oil paint,canvas,knee-length portrait|head to the right|body facing right|sitting|facing front|man's portrait,,Anoniem,1984,BD/RKD/1822 - IB/XVIID,False,2752,3194,8.79,D:\thesis\images\10741056.jpg,1,2
139662,9335548,104874,genaamd,,huidig,19de eeuw,1800,1899,Portrait of a man called Jacob Jansz. Graswinckel (1536-1624),Portret van een man genaamd Jacob Jansz. Graswinckel (1536-1624),drawing (visual work),undetermined,,,attribute (symbol)|inscription|coat of arms (upper right)|interior as background|three-quarter length figure|head to the right|body facing right|sitting|looking away|man's portrait,,"Prohn, H.C.",372591,black-and-white photocopy,False,341,500,0.171,D:\thesis\images\9335548.jpg,1,4
139665,10741068,107535,,,huidig,,1728,1777,Portrait of Willem IV van Oranje- Nassau (1711-1751),Portret van Willem IV van Oranje- Nassau (1711-1751),portrait miniature,undetermined,aquarelle paint|gouache (paint),parchment (animal material),military personnel|sea in the background|sky|half-length|head to the right|body facing right|facing front|man's portrait|cloud,,"Mussard, Robert",58610,photograph,False,501,362,0.181,D:\thesis\images\10741068.jpg,1,63
139666,10741069,107535,,,huidig,,1728,1777,Portrait of Willem IV van Oranje- Nassau (1711-1751),Portret van Willem IV van Oranje- Nassau (1711-1751),portrait miniature,undetermined,,,knightly insignia|half-length|head to the right|body facing right|facing front|man's portrait,,"Mussard, Robert",58610,photograph,False,833,635,0.529,D:\thesis\images\10741069.jpg,1,63
139667,9318591,107549,,,huidig,ca. 1752,1752,1752,Portrait of Willem V van Oranje-Nassau (1748-1806),Portret van Willem V van Oranje-Nassau (1748-1806),portrait miniature,undetermined,,,boy's portrait|half-length|head to the left|body facing left|facing front|hand in vest|cocked hat|tail coat|knightly insignia,gelijkenis,"Mussard, Robert",58610,black-and-white reproduction,False,990,691,0.684,D:\thesis\images\9318591.jpg,1,93
139671,10741072,102050,,,huidig,,1725,1749,Portrait of Paulus Boogaert van Alblasserdam (1703-1789),Portret van Paulus Boogaert van Alblasserdam (1703-1789),painting,undetermined,oil paint,canvas,animal|half-length|head to the right|body facing right|facing front|man's portrait,gelijkenis,"Nijmegen, Dionys van",59623,photograph,False,410,500,0.205,D:\thesis\images\10741072.jpg,1,2
139682,10741083,109489,,,huidig,1604 gedateerd,1604,1604,Portrait of Jan Sloet (1550-1610),Portret van Jan Sloet (1550-1610),painting,undetermined,oil paint,canvas,in an oval|coat of arms (upper right)|half-length|head to the right|body facing right|facing front|man's portrait,,"Moreelse, Paulus",57653,photograph,False,1812,2162,3.918,D:\thesis\images\10741083.jpg,1,3
139685,10741086,100094,,,huidig,1766 gedateerd,1766,1766,Portrait of Johanna Christina Schoorn (1746-1811),Portret van Johanna Christina Schoorn (1746-1811),portrait miniature,undetermined,aquarelle paint,ivory,bust-length portrait|head to the left|body facing left|facing front|young woman|woman's portrait,vererving,"Bruyninx, Daniël",13693,BD/RKD/1826 - IB/XVIIIB,False,1881,1882,3.54,D:\thesis\images\10741086.jpg,1,2
139689,10741090,107459,,,huidig,,1800,1849,Portrait of Willem I van Oranje- Nassau (1772-1843),Portret van Willem I van Oranje- Nassau (1772-1843),portrait miniature,undetermined,aquarelle paint,ivory,man's portrait|knightly insignia|bust-length portrait|head to the left|body facing left|facing front,,"Pieneman, Jan Willem",63369,BD/RKD/1842 - IB/Nassau,False,2226,2613,5.817,D:\thesis\images\10741090.jpg,1,131
139694,10741095,100101,mogelijk,,huidig,ca. 1630,1625,1635,"Portrait of a man, possible Johan Maurits van Nassau-Siegen (1604-1679)",Portret van mogelijk Johan Maurits van Nassau-Siegen (1604-1679),painting,undetermined,oil paint,panel (wood),man's portrait|half-length|head to the right|body facing right|facing front|goatee|flat lace collar|sash (costume accessory)|armor,gelijkenis; herkomst,"Mierevelt, Michiel van",56017,color photograph,True,425,501,0.213,D:\thesis\images\10741095.jpg,1,40
139695,9333264,100101,mogelijk,,huidig,1852 gedateerd,1852,1852,"Portrait of a man, possibly Johan Maurits van Nassau -Siegen (1604-1679)","Portret van een man, mogelijk Johan Maurits van Nassau -Siegen (1604-1679)",portrait miniature,undetermined,enamel (coating),copper,man's portrait|bust-length portrait|head to the right|body facing right|facing front|curly hair|moustache|goatee|flat lace collar|sash (costume accessory)|armor,achterschrift; herkomst,"Bone, Henry Pierce",10302,black-and-white photocopy,False,404,500,0.202,D:\thesis\images\9333264.jpg,1,40
139699,10741099,109281,,,huidig,,1805,1824,Portrait of Jan Schuller (1728-1805),Portret van Jan Schuller (1728-1805),drawing (visual work),undetermined,gouache (paint),paper,man's portrait|half-length|head to the right side (profile)|body sideways to the right (profile)|profile|bob wig|jabot,achterschrift; vererving,Anoniem,1984,digital color photograph,True,3033,3689,11.189,D:\thesis\images\10741099.jpg,1,2
139700,10741100,112742,,,huidig,,1800,1824,Portrait of Henrica Sybilla van Lamzweerde (1734-1814),Portret van Henrica Sybilla van Lamzweerde (1734-1814),drawing (visual work),undetermined,gouache (paint),paper,woman's portrait|three-quarter length figure|head to the left side (profile)|body sideways to the left (profile)|profile|mob cap,achterschrift; vererving,Anoniem,1984,digital color photograph,True,3216,3928,12.632,D:\thesis\images\10741100.jpg,1,2
139703,10741103,100099,mogelijk,,huidig,,1800,1824,Portrait of mogelijk Bartha Hermina Tollius (1780-1847),Portret van mogelijk Bartha Hermina Tollius (1780-1847),portrait miniature,undetermined,aquarelle paint,ivory,bust-length portrait|head to the right|body facing right|facing front|woman's portrait,vererving,Anoniem,1984,BD/RKD/1802 - IB/XIXA,False,2063,2090,4.312,D:\thesis\images\10741103.jpg,1,2
139704,10741104,100099,,,huidig,,1775,1799,Portrait of Bartha Hermina Tollius (1780-1847),Portret van Bartha Hermina Tollius (1780-1847),drawing (visual work),undetermined,pastel,unknown,in an oval|self-portrait|half-length|head to the left|body facing left|facing front|young woman|woman's portrait,vererving,"Tollius, Bartha Hermina",373747,photograph,False,1020,1351,1.378,D:\thesis\images\10741104.jpg,1,2
139724,10741119,115287,,,huidig,,1800,1824,Portrait of Jacob Daniel Heyning (1783-1832),Portret van Jacob Daniel Heyning (1783-1832),portrait miniature,undetermined,watercolor (paint)|gouache (paint),ivory,bust-length portrait|head to the left|body facing left|facing front|man's portrait,achterschrift; vererving,Anoniem,1984,BD/RKD/1802 - IB/XIXA,False,2724,3488,9.501,D:\thesis\images\10741119.jpg,1,2
139726,10741121,115287,,,huidig,,1775,1799,Portrait of Jacob Daniel Heyning (1783-1832),Portret van Jacob Daniel Heyning (1783-1832),portrait miniature,undetermined,aquarelle paint|gouache (paint),ivory,bust-length portrait|head to the left|body facing left|facing front|boy's portrait,achterschrift; vererving,Anoniem,1984,BD/RKD/1830 - IB/XVIIID,False,1282,1889,2.422,D:\thesis\images\10741121.jpg,1,2
